Project,Market Sector,EQS,UGS,FVS,SS,how3 Score,Growth Category,Valuation Category,SS (Rating),User Growth JSON,Earnings Quality JSON,Static ,Live,Symbol
Taiko,Blockchains (L2),0,58.54037267,45,,25.88509317,Steady Growth,Fairly Valued,,,,,,
Dmail Network,Infrastructure,0,51.21497146,52,,25.80374286,Steady Growth,Fairly Valued,,,,,,
Bounce Finance,Infrastructure,0,53.94864952,48.61111111,,25.63994016,Steady Growth,Fairly Valued,,,,,,
IPOR Protocol,Derivative exchanges,23.52651645,39.93004686,39.01909722,,25.61891513,Slow Growth,Overvalued,,,,,,
Lisk,Blockchains (L2),0,57.42952699,45,,25.60738175,Steady Growth,Fairly Valued,,,,,,
Fren Pet,Gaming,0,50.17973856,52,,25.54493464,Steady Growth,Fairly Valued,,,,,,
Navigator,Derivative exchanges,0,56.82560297,45,,25.45640074,Steady Growth,Fairly Valued,,,,,,
IDEX,Exchanges (DEX),0,70.77011494,31,,25.44252874,Strong Growth,Overvalued,,,,,,
Symbiosis,Exchanges (DEX),0,56.378198,45,,25.3445495,Steady Growth,Fairly Valued,,,,,,
RabbitX,Derivative exchanges,0,56.05565863,45,,25.26391466,Steady Growth,Fairly Valued,,,,,,
Cap,Derivative exchanges,,33.14230336,67.5,,25.16057584,Slow Growth,Fairly Valued,,,,,,
Opyn,Derivative exchanges,0,48.63734326,52,,25.15933582,Steady Growth,Fairly Valued,,,,,,
Zyberswap,Exchanges (DEX),14.20027213,30.67450787,55.30539773,,25.04504443,Slow Growth,Fairly Valued,,,,,,
Gram,ERC20 Tokens,0,100,,,25,Exceptional Growth,,,,,,,
Polymarket,Prediction markets,0,100,,,25,Exceptional Growth,,,,,,,
Guild of Guardians,Gaming,0,49.80392157,50,,24.95098039,Steady Growth,Fairly Valued,,,,,,
OpenOcean,Exchanges (DEX),0,49.75973304,50,,24.93993326,Steady Growth,Fairly Valued,,,,,,
Fuel Ignition,Blockchains (L2),0,49.59627329,50,,24.89906832,Steady Growth,Fairly Valued,,,,,,
WAGMI (ex Popsicle Finance),Exchanges (DEX),0,54.51167964,45,,24.87791991,Steady Growth,Fairly Valued,,,,,,
WigoSwap,Infrastructure,0,48.59756098,50,,24.64939024,Steady Growth,Fairly Valued,,,,,,
Apeiron,Gaming,0,53.39869281,45,,24.5996732,Steady Growth,Fairly Valued,,,,,,
RealT,Asset management,0,46.20967742,52,,24.55241935,Steady Growth,Fairly Valued,,,,,,
zkSwap Finance,Exchanges (DEX),0,48.15270936,50,,24.53817734,Steady Growth,Fairly Valued,,,,,,
Extra Finance,Lending,0,48.0372807,50,,24.50932018,Steady Growth,Fairly Valued,,,,,,
Thales,Derivative exchanges,5.547385723,57.49369242,34.67361111,,24.42867231,Steady Growth,Overvalued,,,,,,
Prisma Finance,Stablecoin issuers,0,47.63392857,50,,24.40848214,Steady Growth,Fairly Valued,,,,,,
Aurora,Blockchains (L2),0,47.61825131,50,,24.40456283,Steady Growth,Fairly Valued,,,,,,
Octopus Network,Asset management,0,52.59824047,45,,24.39956012,Steady Growth,Fairly Valued,,,,,,
Stake DAO,Asset management,0,47.42668622,50,,24.35667155,Steady Growth,Fairly Valued,,,,,,
Crust Network,Blockchains (L2),0,47.42116579,50,,24.35529145,Steady Growth,Fairly Valued,,,,,,
Arbitrum Bridge,Bridges,0,97.4025974,,,24.35064935,Exceptional Growth,,,,,,,
NAVI Protocol,Lending,0,97.36842105,,,24.34210526,Exceptional Growth,,,,,,,
Aleph Zero EVM,Blockchains (L2),23.00807745,59.28015077,14.93333333,,24.30539039,Steady Growth,Overvalued,,,,,,
Cat Town,Gaming,0,45.01089325,52,,24.25272331,Steady Growth,Fairly Valued,,,,,,
IPMB,Asset management,0,51.65395894,45,,24.16348974,Steady Growth,Fairly Valued,,,,,,
SmarDex,Exchanges (DEX),0,46.63403782,50,,24.15850945,Steady Growth,Fairly Valued,,,,,,
Radiant Capital,Lending,14.17098557,51.70321637,30.3125,,24.04667549,Steady Growth,Overvalued,,,,,,
Cryptex,Asset management,11.43099609,59.46396933,25.17857143,,24.01838421,Steady Growth,Overvalued,,,,,,
iZUMi Finance,Exchanges (DEX),0,50.94994438,45,,23.9874861,Steady Growth,Fairly Valued,,,,,,
Maverick Protocol,Exchanges (DEX),0,65.43378375,30.390625,,23.95610219,Strong Growth,Overvalued,,,,,,
BaseSwap,Exchanges (DEX),0,40.7289581,55,,23.93223953,Slow Growth,Fairly Valued,,,,,,
Robonomics Network,Blockchains (L2),0,45.45926899,50,,23.86481725,Steady Growth,Fairly Valued,,,,,,
The Open Network,,,,,94.7,23.675,,,AAA,,,,,
XRP Ledger,,,,,94.25,23.5625,,,AAA,,,,,
SwapX,Exchanges (DEX),0,49.20355951,45,,23.55088988,Steady Growth,Fairly Valued,,,,,,
The Sandbox,,,,,93.89,23.4725,,,AA,,,,,
Soneium,Blockchains (L2),0,93.61207898,,,23.40301974,Exceptional Growth,,,,,,,
PAX Gold,,,,,93.61,23.4025,,,AA,,,,,
Stride,Liquid staking,0,33.52941176,60,,23.38235294,Slow Growth,Fairly Valued,,,,,,
Dopex,Derivative exchanges,0,41.58936968,51.85526316,,23.36115821,Slow Growth,Fairly Valued,,,,,,
OpenLeverage,Derivative exchanges,0,48.28571429,45,,23.32142857,Steady Growth,Fairly Valued,,,,,,
Shiba Swap,,,,,92.98,23.245,,,AA,,,,,
Fetch.ai,,,,,92.88,23.22,,,AA,,,,,
dHedge,Asset management,0,47.79325513,45,,23.19831378,Steady Growth,Fairly Valued,,,,,,
Zora,NFT marketplaces,12.76051337,80,,,23.19012834,Exceptional Growth,,,,,,,
OKB,,,,,92.69,23.1725,,,AA,,,,,
Botto,NFT marketplaces,0,42.5,50,,23.125,Slow Growth,Fairly Valued,,,,,,
EOS Network,,,,,92.09,23.0225,,,AA,,,,,
Lido DAO,,,,,92.06,23.015,,,AA,,,,,
Sky (formerly MakerDAO),,,,,91.99,22.9975,,,AA,,,,,
Floki,,,,,91.93,22.9825,,,AA,,,,,
YOLO Games,Gaming,0,39.7875817,52,,22.94689542,Slow Growth,Fairly Valued,,,,,,
Ocean Protocol,Infrastructure,0,39.72269071,52,,22.93067268,Slow Growth,Fairly Valued,,,,,,
Trust Wallet,,,,,91.66,22.915,,,AA,,,,,
GoMining,,,,,91.49,22.8725,,,AA,,,,,
Basic Attention Token,,,,,91.37,22.8425,,,AA,,,,,
Enjin,,,,,91.16,22.79,,,AA,,,,,
SafePal,,,,,91.11,22.7775,,,AA,,,,,
Swarm,Infrastructure,0,41.41417698,49.64285714,,22.76425853,Slow Growth,Fairly Valued,,,,,,
NFTX,NFT marketplaces,0,34.58333333,56.25,,22.70833333,Slow Growth,Fairly Valued,,,,,,
Hashflow,Exchanges (DEX),0,55.76828842,35,,22.6920721,Steady Growth,Overvalued,,,,,,
IoTeX,,,,,90.76,22.69,,,AA,,,,,
Kusama,Blockchains (L1),20.89199337,20.56198142,49.21875,,22.6681812,Stagnant/Declining,Fairly Valued,,,,,,
Band Protocol,,,,,90.28,22.57,,,AA,,,,,
SXP,,,,,90.23,22.5575,,,AA,,,,,
Kava,,,,,90.1,22.525,,,AA,,,,,
LayerZero,,,,,90.07,22.5175,,,AA,,,,,
Immutable X,,,,,90.06,22.515,,,AA,,,,,
Swipe,,,,,89.96,22.49,,,AA,,,,,
PayPal USD,,,,,89.93,22.4825,,,AA,,,,,
Creditcoin,,,,,89.74,22.435,,,AA,,,,,
Cheelee,,,,,89.6,22.4,,,AA,,,,,
ApeCoin,,,,,89.29,22.3225,,,AA,,,,,
Curve DAO Token,,,,,89.29,22.3225,,,AA,,,,,
Jupiter Exchange,,,,,89.26,22.315,,,AA,,,,,
Sonic Labs (prev. Fantom),,,,,89.26,22.315,,,AA,,,,,
Gala Games,,,,,89.15,22.2875,,,AA,,,,,
Core DAO,,,,,89.14,22.285,,,AA,,,,,
Goldfinch,Lending,31.43859206,39.73684211,17.9375,,22.27823354,Slow Growth,Overvalued,,,,,,
Threshold Network,,,,,88.83,22.2075,,,AA,,,,,
Lido Staked ETH,,,,,88.73,22.1825,,,AA,,,,,
FlokiFi,,,,,88.72,22.18,,,AA,,,,,
GateToken,,,,,88.55,22.1375,,,AA,,,,,
Wormhole,Infrastructure,0,,,88.52,22.13,,,AA,,,,,
Darwinia Network,Blockchains (L2),0,38.50515438,50,,22.12628859,Slow Growth,Fairly Valued,,,,,,
Swell,Liquid staking,0,38.36397059,50,,22.09099265,Slow Growth,Fairly Valued,,,,,,
Pyth Network,Oracles,0,,,88.19,22.0475,,,AA,,,,,
Story Protocol,,,,,88.12,22.03,,,AA,,,,,
FDUSD,,,,,88.08,22.02,,,AA,,,,,
STEPN,Gaming,0,,,88.08,22.02,,,AA,,,,,
KlimaDAO,Infrastructure,0,36.07388428,52,,22.01847107,Slow Growth,Fairly Valued,,,,,,
Reserve Rights,,,,,88.06,22.015,,,AA,,,,,
Reserve Rights,Stablecoin issuers,0,,,88.06,22.015,,,AA,,,,,
Keep,,,,,88.02,22.005,,,AA,,,,,
Pocket Network,Infrastructure,0,39.78723404,48.21428571,,22.00037994,Slow Growth,Fairly Valued,,,,,,
Unipilot,Asset management,0,42.36391129,45,,21.84097782,Slow Growth,Fairly Valued,,,,,,
Synthswap,Exchanges (DEX),0,32.35669262,55,,21.83917316,Slow Growth,Fairly Valued,,,,,,
Dai,,,,,87.34,21.835,,,AA,,,,,
Horizen,,,,,87.28,21.82,,,AA,,,,,
PoolTogether,Asset management,0,49.80014357,37.26984127,,21.76749621,Steady Growth,Overvalued,,,,,,
Staika,,,,,86.75,21.6875,,,AA,,,,,
Bahamut,,,,,86.73,21.6825,,,AA,,,,,
zkLend,Lending,0,41.62158869,45,,21.65539717,Slow Growth,Fairly Valued,,,,,,
Exactly Protocol,Lending,0,36.58260234,50,,21.64565058,Slow Growth,Fairly Valued,,,,,,
Pepe,,,,,86.58,21.645,,,AA,,,,,
Nano,,,,,86.57,21.6425,,,AA,,,,,
Golem,,,,,86.35,21.5875,,,A,,,,,
Onyx Protocol,,,,,86.3,21.575,,,A,,,,,
Bitget Token,,,,,86.26,21.565,,,A,,,,,
Telcoin,,,,,85.95,21.4875,,,A,,,,,
Notcoin,,,,,85.92,21.48,,,A,,,,,
Decentraland,,,,,85.87,21.4675,,,A,,,,,
Wrapped Bitcoin,,,,,85.77,21.4425,,,A,,,,,
DeXe Protocol,,,,,85.74,21.435,,,A,,,,,
Frax,Blockchains (L2),0,,,85.71,21.4275,,,A,,,,,
Bonk,,,,,85.68,21.42,,,A,,,,,
Unus Sed Leo,,,,,85.62,21.405,,,A,,,,,
Zignaly,,,,,85.6,21.4,,,A,,,,,
Rocket Pool ETH,,,,,85.57,21.3925,,,A,,,,,
CoW DAO,,,,,85.35,21.3375,,,A,,,,,
Vana,Blockchains (L1),0,,,85.34,21.335,,,A,,,,,
Walrus,,,,,85.29,21.3225,,,A,,,,,
LCX,,,,,85.28,21.32,,,A,,,,,
XCAD Network,Social,0,40.27777778,45,,21.31944444,Slow Growth,Fairly Valued,,,,,,
DeSo,Blockchains (L1),0,25.15151515,60,,21.28787879,Slow Growth,Fairly Valued,,,,,,
Mocaverse,,,,,85.15,21.2875,,,A,,,,,
Tether Gold,,,,,85.1,21.275,,,A,,,,,
Decentral Games,Gaming,0,32.44008715,52.5,,21.23502179,Slow Growth,Fairly Valued,,,,,,
RedStone,Blockchains (L2),0,,,84.93,21.2325,,,A,,,,,
Kaia (prev. Klaytn & Finschia),,,,,84.85,21.2125,,,A,,,,,
Pixer,,,,,84.83,21.2075,,,A,,,,,
Movement Labs,,,,,84.71,21.1775,,,A,,,,,
Mantle LSP,,,,,84.66,21.165,,,A,,,,,
Lido wstETH,,,,,84.49,21.1225,,,A,,,,,
Alchemy Pay,,,,,84.45,21.1125,,,A,,,,,
Premia,Derivative exchanges,0,43.76005614,40.55555556,,21.07890292,Slow Growth,Fairly Valued,,,,,,
Beacon ETH,,,,,84.26,21.065,,,A,,,,,
Qtum,,,,,84.24,21.06,,,A,,,,,
Kaspa,,,,,84.19,21.0475,,,A,,,,,
Vaultka,Derivative exchanges,0,33.96289425,50,,20.99072356,Slow Growth,Fairly Valued,,,,,,
WOO Token,,,,,83.9,20.975,,,A,,,,,
Pudgy Penguins,,,,,83.89,20.9725,,,A,,,,,
Alluvial,,,,,83.74,20.935,,,A,,,,,
Lombard,Liquid staking,0,,,83.72,20.93,,,A,,,,,
KuCoin Token,,,,,83.66,20.915,,,A,,,,,
Jasmy,,,,,83.63,20.9075,,,A,,,,,
Nostra,Lending,0,38.57212476,45,,20.89303119,Slow Growth,Fairly Valued,,,,,,
STASIS EURO,,,,,83.57,20.8925,,,A,,,,,
BitTorrent,,,,,83.5,20.875,,,A,,,,,
Ontology,,,,,83.48,20.87,,,A,,,,,
Zeebu Protocol,,,,,83.39,20.8475,,,A,,,,,
LooksRare,NFT marketplaces,0,57.8125,25.55555556,,20.84201389,Steady Growth,Overvalued,,,,,,
Zilliqa,,,,,83.27,20.8175,,,A,,,,,
Wombat Exchange,Exchanges (DEX),16.96487385,37.89589443,28.39204545,,20.81320343,Slow Growth,Overvalued,,,,,,
Big Time,,,,,83.2,20.8,,,A,,,,,
Chintai,,,,,83.15,20.7875,,,A,,,,,
Frax Share,,,,,83.1,20.775,,,A,,,,,
Coinbase Wrapped Staked ETH,Liquid staking,0,,,83.04,20.76,,,A,,,,,
XYO,,,,,82.93,20.7325,,,A,,,,,
SuperVerse,,,,,82.71,20.6775,,,A,,,,,
Metavault.Trade,Derivative exchanges,0,45.43967117,37.14285714,,20.64563208,Steady Growth,Overvalued,,,,,,
Jito Labs,,,,,82.52,20.63,,,A,,,,,
Curve Stablecoin,,,,,82.46,20.615,,,A,,,,,
Instadapp,,,,,82.45,20.6125,,,A,,,,,
Alkimi Exchange,Infrastructure,0,37.23566424,45,,20.55891606,Slow Growth,Fairly Valued,,,,,,
World Mobile Token,,,,,81.97,20.4925,,,A,,,,,
USDD (Decentralized USD),,,,,81.88,20.47,,,A,,,,,
MetaMask,Exchanges (DEX),0,81.81818182,,,20.45454545,Exceptional Growth,,,,,,,
Nillion,Blockchains (L1),0,81.81818182,,,20.45454545,Exceptional Growth,,,,,,,
Across,Bridges,0,42.44724026,39.33333333,,20.4451434,Slow Growth,Overvalued,,,,,,
Osmosis,Exchanges (DEX),0,47.34885804,34.375,,20.43096451,Steady Growth,Overvalued,,,,,,
AIOZ Network,,,,,81.7,20.425,,,A,,,,,
Polymesh,,,,,81.59,20.3975,,,A,,,,,
JOJO,Derivative exchanges,0,29.47773655,52,,20.36943414,Slow Growth,Fairly Valued,,,,,,
Nodle,Blockchains (L2),0,29.31476364,52,,20.32869091,Slow Growth,Fairly Valued,,,,,,
Ubeswap,Exchanges (DEX),0,36.2625139,45,,20.31562848,Slow Growth,Fairly Valued,,,,,,
ResearchHub,Infrastructure,0,36.23248573,45,,20.30812143,Slow Growth,Fairly Valued,,,,,,
Baby Doge,,,,,81.19,20.2975,,,A,,,,,
Casper,,,,,81.17,20.2925,,,A,,,,,
Stryke,Derivative exchanges,0,36.00371058,45,,20.25092764,Slow Growth,Fairly Valued,,,,,,
SunSwap,,,,,81,20.25,,,A,,,,,
Dypius,Infrastructure,0,35.93247276,45,,20.23311819,Slow Growth,Fairly Valued,,,,,,
Oasis Network,,,,,80.85,20.2125,,,A,,,,,
Constellation,,,,,80.81,20.2025,,,A,,,,,
Euro Coin,,,,,80.74,20.185,,,A,,,,,
Nervos Network,,,,,80.63,20.1575,,,A,,,,,
Cetus,Exchanges (DEX),0,80.45977011,,,20.11494253,Exceptional Growth,,,,,,,
Dohrnii,,,,,80.13,20.0325,,,A,,,,,
Symbiotic,Liquid staking,0,80,,,20,Exceptional Growth,,,,,,,
BENQI Liquid Staked AVAX,,,,,79.85,19.9625,,,A,,,,,
Spectra,Asset management,0,34.39882698,45,,19.84970674,Slow Growth,Fairly Valued,,,,,,
Bitcoin Virtual Machine,,,,,79.34,19.835,,,A,,,,,
Arrow Markets,Derivative exchanges,0,29.33395176,50,,19.83348794,Slow Growth,Fairly Valued,,,,,,
HunnyFinance,Asset management,0,27.23900293,52,,19.80975073,Slow Growth,Fairly Valued,,,,,,
Brett,,,,,79.19,19.7975,,,A,,,,,
Wrapped AVAX,,,,,79.08,19.77,,,A,,,,,
MorphoAave,,,,,78.98,19.745,,,BBB,,,,,
Harmony,Blockchains (L1),0,,,78.97,19.7425,,,BBB,,,,,
Centrifuge,Blockchains (L2),0,28.96589823,50,,19.74147456,Slow Growth,Fairly Valued,,,,,,
Kleros,Infrastructure,0,29.23975091,49.72222222,,19.74049328,Slow Growth,Fairly Valued,,,,,,
ZKNation,,,,,78.95,19.7375,,,BBB,,,,,
ZKNation,Lending,0,,,78.95,19.7375,,,BBB,,,,,
Kamino,Lending,0,78.94736842,,,19.73684211,Strong Growth,,,,,,,
BladeSwap,Exchanges (DEX),0,28.87300704,50,,19.71825176,Slow Growth,Fairly Valued,,,,,,
dogwifhat,,,,,78.84,19.71,,,BBB,,,,,
Robots.Farm,Gaming,0,28.73093682,50,,19.6827342,Slow Growth,Fairly Valued,,,,,,
TapiocaDAO,Stablecoin issuers,0,26.66666667,52,,19.66666667,Slow Growth,Fairly Valued,,,,,,
Bitcoin BEP2,,,,,78.44,19.61,,,BBB,,,,,
ReactorFusion,Lending,0,23.39181287,55,,19.59795322,Stagnant/Declining,Fairly Valued,,,,,,
Neo,,,,,78.3,19.575,,,BBB,,,,,
ULTIMA,,,,,78.2,19.55,,,BBB,,,,,
Nexo,,,,,78.12,19.53,,,BBB,,,,,
Shoebill Finance,Lending,20.95127826,56.97368421,,,19.48124062,Steady Growth,,,,,,,
Colony,Infrastructure,0,27.85190711,50,,19.46297678,Slow Growth,Fairly Valued,,,,,,
Hivemapper,,,,,77.84,19.46,,,BBB,,,,,
DeGate,Exchanges (DEX),0,32.55320727,45,,19.38830182,Slow Growth,Fairly Valued,,,,,,
Ethereum Classic,,,,,77.53,19.3825,,,BBB,,,,,
mETH Protocol,,,,,77.48,19.37,,,BBB,,,,,
Marinade Staked SOL,,,,,77.42,19.355,,,BBB,,,,,
Quant,,,,,77.34,19.335,,,BBB,,,,,
Foundation,NFT marketplaces,22.29165839,55,,,19.3229146,Steady Growth,,,,,,,
MX TOKEN,,,,,77.08,19.27,,,BBB,,,,,
zkDX,Derivative exchanges,0,26.82235622,50,,19.20558905,Slow Growth,Fairly Valued,,,,,,
IO.net,Infrastructure,0,76.59574468,,,19.14893617,Strong Growth,,,,,,,
Rubic,Infrastructure,0,31.52698495,45,,19.13174624,Slow Growth,Fairly Valued,,,,,,
Vesta Finance,Stablecoin issuers,0,43.66071429,32.85714286,,19.12946429,Slow Growth,Overvalued,,,,,,
Aventus,Blockchains (L2),0,31.45246058,45,,19.11311515,Slow Growth,Fairly Valued,,,,,,
SPOT Protocol (ex Ampleforth),Stablecoin issuers,0,31.42857143,45,,19.10714286,Slow Growth,Fairly Valued,,,,,,
Grass,,,,,76.37,19.0925,,,BBB,,,,,
Sudoswap,NFT marketplaces,5.51247745,35.83333333,35,,19.0864527,Slow Growth,Overvalued,,,,,,
Prometeus,,,,,76.22,19.055,,,BBB,,,,,
Destra Network,,,,,76.17,19.0425,,,BBB,,,,,
Saros Finance,,,,,75.98,18.995,,,BBB,,,,,
Zeus Network,,,,,75.97,18.9925,,,BBB,,,,,
Optimism Gateway,Bridges,0,75.96474954,,,18.99118738,Strong Growth,,,,,,,
OFFICIAL TRUMP,,,,,75.89,18.9725,,,BBB,,,,,
Buffer Finance,Derivative exchanges,0,35.48605336,40.22222222,,18.92706889,Slow Growth,Fairly Valued,,,,,,
Hamster Kombat,,,,,75.53,18.8825,,,BBB,,,,,
Levana,Derivative exchanges,0,75.51020408,,,18.87755102,Strong Growth,,,,,,,
SuperVerse DAO,,,,,75.46,18.865,,,BBB,,,,,
Bitcoin Cash,,,,,75.38,18.845,,,BBB,,,,,
DigiByte,,,,,75.13,18.7825,,,BBB,,,,,
Fellaz,,,,,74.92,18.73,,,BBB,,,,,
GoldPro Token,,,,,74.73,18.6825,,,BBB,,,,,
Sweatcoin,Social,0,29.62962963,45,,18.65740741,Slow Growth,Fairly Valued,,,,,,
Monero,,,,,74.55,18.6375,,,BBB,,,,,
Flare,,,,,74.54,18.635,,,BBB,,,,,
Cheems (cheems.pet),,,,,74.5,18.625,,,BBB,,,,,
Dash,,,,,74.48,18.62,,,BBB,,,,,
IOTA,,,,,74.39,18.5975,,,BBB,,,,,
Waves,,,,,74.12,18.53,,,BBB,,,,,
Venom Bridge,,,,,74.11,18.5275,,,BBB,,,,,
Solana Swap,,,,,74.1,18.525,,,BBB,,,,,
Chia,,,,,74.04,18.51,,,BBB,,,,,
Wrapped Solana,,,,,74,18.5,,,BBB,,,,,
eCash,,,,,73.95,18.4875,,,BBB,,,,,
Siacoin,,,,,73.82,18.455,,,BBB,,,,,
Theta Fuel,,,,,73.68,18.42,,,BBB,,,,,
Entangle,,,,,73.67,18.4175,,,BBB,,,,,
VeThor Token,,,,,73.5,18.375,,,BBB,,,,,
Bluefin,Derivative exchanges,0,73.46938776,,,18.36734694,Strong Growth,,,,,,,
Ravencoin,,,,,73.45,18.3625,,,BBB,,,,,
WETH,,,,,73.33,18.3325,,,BBB,,,,,
Venus USDC,,,,,73.26,18.315,,,BBB,,,,,
UniDex,Derivative exchanges,0,28.18181818,45,,18.29545455,Slow Growth,Fairly Valued,,,,,,
Hive,,,,,73.15,18.2875,,,BBB,,,,,
Ripple USD,,,,,72.86,18.215,,,BBB,,,,,
BlazeStake,,,,,72.76,18.19,,,BBB,,,,,
PumpBTC,Liquid staking,0,,,72.64,18.16,,,BBB,,,,,
RSK Smart Bitcoin,,,,,72.3,18.075,,,BBB,,,,,
Wrapped TRON,,,,,72.26,18.065,,,BBB,,,,,
EthereumPoW,,,,,71.78,17.945,,,BBB,,,,,
Bitcoin SV,,,,,71.66,17.915,,,BBB,,,,,
Moola Market,Lending,0,21.29751462,50,,17.82437865,Stagnant/Declining,Fairly Valued,,,,,,
MOG Coin,,,,,71.29,17.8225,,,BB,,,,,
aelf,,,,,70.92,17.73,,,BB,,,,,
deBridge DLN,Bridges,42.24018963,28.57142857,,,17.70290455,Slow Growth,,,,,,,
Binance Staked SOL,,,,,70.71,17.6775,,,BB,,,,,
OriginTrail,,,,,70.57,17.6425,,,BB,,,,,
Gigachad,,,,,70.48,17.62,,,BB,,,,,
Beldex,,,,,70.37,17.5925,,,BB,,,,,
DeepBook,,,,,70.31,17.5775,,,BB,,,,,
Four,,,,,70.31,17.5775,,,BB,,,,,
SPX6900,,,,,70.25,17.5625,,,BB,,,,,
Pnut,,,,,70.16,17.54,,,BB,,,,,
ICHI,Asset management,0,25.12609971,45,,17.53152493,Slow Growth,Fairly Valued,,,,,,
SwissBorg,,,,,70.1,17.525,,,BB,,,,,
SPACE ID,Lending,0,,,69.99,17.4975,,,BB,,,,,
Olympus,,,,,69.93,17.4825,,,BB,,,,,
Rollbit Coin,,,,,69.86,17.465,,,BB,,,,,
CORE Staking,,,,,69.71,17.4275,,,BB,,,,,
Merlin Chain,Blockchains (L2),0,69.42307692,,,17.35576923,Strong Growth,,,,,,,
Toshi,,,,,69.36,17.34,,,BB,,,,,
Liquid Staked ETH,,,,,69.28,17.32,,,BB,,,,,
Deri Protocol,Derivative exchanges,,45.48431402,23.76984127,,17.31353882,Steady Growth,Overvalued,,,,,,
xExchange,Exchanges (DEX),0,41.63793103,27.5,,17.28448276,Slow Growth,Overvalued,,,,,,
Decred,,,,,69.02,17.255,,,BB,,,,,
Astherus,,,,,68.94,17.235,,,BB,,,,,
Meridian,Stablecoin issuers,0,23.92857143,45,,17.23214286,Stagnant/Declining,Fairly Valued,,,,,,
ERA Name Service,Infrastructure,0,16.72256098,52,,17.18064024,Stagnant/Declining,Fairly Valued,,,,,,
XPLA,Blockchains (L1),0,28.69949495,40,,17.17487374,Slow Growth,Fairly Valued,,,,,,
Viction,Blockchains (L1),0,43.75541126,24.94261787,,17.17450728,Slow Growth,Overvalued,,,,,,
Venus USDT,,,,,68.62,17.155,,,BB,,,,,
Pichi Finance,Derivative exchanges,0,23.60296846,45,,17.15074212,Stagnant/Declining,Fairly Valued,,,,,,
VVS Finance,,,,,68.45,17.1125,,,BB,,,,,
Bitkub,,,,,68.27,17.0675,,,BB,,,,,
Fenix,Exchanges (DEX),0,23.08342603,45,,17.02085651,Stagnant/Declining,Fairly Valued,,,,,,
PACT,Lending,0,23.04580897,45,,17.01145224,Stagnant/Declining,Fairly Valued,,,,,,
OUSG,,,,,67.8,16.95,,,BB,,,,,
cat in a dogs world,,,,,67.78,16.945,,,BB,,,,,
Koi Finance,Exchanges (DEX),0,22.71264368,45,,16.92816092,Stagnant/Declining,Fairly Valued,,,,,,
Frax Staked Ether,,,,,67.69,16.9225,,,BB,,,,,
Amnis Finance,Liquid staking,0,,,67.57,16.8925,,,BB,,,,,
Litentry,Blockchains (L2),0,22.55829354,45,,16.88957339,Stagnant/Declining,Fairly Valued,,,,,,
Router Protocol,Bridges,0,22.5,45,,16.875,Stagnant/Declining,Fairly Valued,,,,,,
Star Atlas,Gaming,0,67.5,,,16.875,Strong Growth,,,,,,,
AI Companions,,,,,67.39,16.8475,,,BB,,,,,
Optopia,Blockchains (L2),0,22.25274725,45,,16.81318681,Stagnant/Declining,Fairly Valued,,,,,,
BNB48 Club Token,,,,,66.67,16.6675,,,BB,,,,,
Sologenic,Exchanges (DEX),0,66.63793103,,,16.65948276,Strong Growth,,,,,,,
Metis,Blockchains (L2),0,66.53846154,,,16.63461538,Strong Growth,,,,,,,
Zeta Markets,Derivative exchanges,0,66.47959184,,,16.61989796,Strong Growth,,,,,,,
Europe Fantasy League,Gaming,0,16.12745098,50,,16.53186275,Stagnant/Declining,Fairly Valued,,,,,,
Fartcoin,,,,,66.08,16.52,,,BB,,,,,
Phala,Blockchains (L2),0,65.98589999,,,16.496475,Strong Growth,,,,,,,
Scroll,Blockchains (L2),0,65.94895087,,,16.48723772,Strong Growth,,,,,,,
ZKX,Derivative exchanges,0,20.89053803,45,,16.47263451,Stagnant/Declining,Fairly Valued,,,,,,
Bitcoin Avalanche Bridged,,,,,65.53,16.3825,,,BB,,,,,
BOB,Blockchains (L2),0,65.43844367,,,16.35961092,Strong Growth,,,,,,,
Freysa,,,,,65.36,16.34,,,BB,,,,,
Dymension,Blockchains (L1),0,65.22727273,,,16.30681818,Strong Growth,,,,,,,
JPool Staked SOL (JSOL),,,,,64.78,16.195,,,BB,,,,,
Falcon Finance,,,,,64.72,16.18,,,BB,,,,,
Stader ETHx,,,,,64.22,16.055,,,BB,,,,,
Everclear,Bridges,0,40.05681818,24.10714286,,16.04099026,Slow Growth,Overvalued,,,,,,
Idle Finance,Asset management,0,14.15493646,50,,16.03873412,Stagnant/Declining,Fairly Valued,,,,,,
Synonym Finance,Lending,0,18.97173489,45,,15.99293372,Stagnant/Declining,Fairly Valued,,,,,,
ParagonsDAO,Gaming,0,11.32897603,52.5,,15.95724401,Stagnant/Declining,Fairly Valued,,,,,,
Raft,Stablecoin issuers,0,15,48.33333333,,15.83333333,Stagnant/Declining,Fairly Valued,,,,,,
Ekubo Protocol,Exchanges (DEX),0,63.18965517,,,15.79741379,Steady Growth,,,,,,,
Moonbeam,Blockchains (L2),0,63.06155952,,,15.76538988,Steady Growth,,,,,,,
SyncSwap,Exchanges (DEX),19.91686098,43.06818182,,,15.7462607,Slow Growth,,,,,,,
Impermax Finance,Asset management,0,17.6969697,45,,15.67424242,Stagnant/Declining,Fairly Valued,,,,,,
Frax Finance - Frax Ether,,,,,62.68,15.67,,,B,,,,,
